AIRPORT;AIRPORT_COUNTRY_CODE_ISO;LATITUDE;LONGITUDE
MVY;US;41.39277778;-70.61666667
MWA;US;37.75194444;-89.01638889
MWC;US;43.10944444;-88.03416667
MWD;PK;32.5625;71.57277778
MWH;US;47.205;-119.3155556
MWL;US;32.78222222;-98.06111111
MWM;US;43.9125;-95.10833333
MWO;US;39.53166667;-84.39666667
MWQ;MM;20.16861111;94.93694444
MWZ;TZ;-2.44472222;32.92805556
MXB;ID;-2.53333333;120.3333333
MXC;US;37.93722222;-109.3463889
MXE;US;34.79166667;-79.36611111
MXF;US;32.37916667;-86.3625
MXG;US;42.34305556;-71.50944444
MXH;PG;-6.35;143.25
MXJ;NG;9.65222222;6.46222222
MXL;MX;32.63055556;-115.2416667
MXP;IT;45.63277778;8.73222222
MXS;WS;-13.7425;-172.2577778
MXT;MG;-18.04777778;44.03277778
MXX;SE;61;14.55
MXY;US;61.43916667;-142.9238889
MYA;AU;-35.90166667;150.1466667
MYB;GA;-3.45833333;10.67666667
MYC;VE;10.25;-67.6
MYD;KE;-3.22611111;40.10055556
MYE;JP;34.06944444;139.5625
MYF;US;32.81583333;-117.1394444
MYG;BS;22.37666667;-73.01833333
MYH;US;36.73388889;-111.7533333
MYJ;JP;33.82222222;132.7041667
MYK;US;61.33666667;-142.6847222
MYL;US;44.88888889;-116.1016667
MYP;SU;37.61944444;61.89666667
MYR;US;33.67916667;-78.92972222
MYT;MM;25.35416667;97.29888889
MYU;US;60.37277778;-166.2680556
MYV;US;39.09805556;-121.5697222
MYW;TZ;-10.33888889;40.19361111
MYY;MY;4.45472222;114.0036111
MZB;MZ;-11.35611111;40.35416667
MZG;TW;23.56916667;119.6186111
MZI;ML;14.50833333;-4.085
MZJ;US;32.50861111;-111.3294444
MZK;KI;1.98333333;173.6666667
MZL;CO;5.02972222;-75.46666667
MZM;FR;49.0725;6.13444444
MZN;PG;-5.90555556;144.6766667
MZO;CU;20.28888889;-77.08666667
MZR;AF;36.70416667;67.20833333
MZT;MX;23.1625;-106.2738889
MZZ;US;40.49083333;-85.67944444
N47;US;40.26027778;-75.67083333
N87;US;40.21388889;-74.60166667
NAA;AU;-30.3;149.8333333
NAD;US;42.69638889;-73.17166667
NAG;IN;21.09111111;79.04972222
NAK;TH;14.94944444;102.3127778
NAN;FJ;-17.7525;177.4469444
NAO;CN;30.8;106.0666667
NAP;IT;40.88611111;14.29166667
NAS;BS;25.04055556;-77.47194444
NAT;BR;-5.91055556;-35.24361111
NAU;PF;-14.17666667;-141.2669444
NAZ;SB;-10.65555556;162.2058333
NBA;PG;-6.24055556;145.2411111
NBC;RU;55.56666667;52.1
NBG;US;29.825;-90.035
NBJ;US;41.53333333;-72.04305556
NBO;KE;-1.31666667;36.93083333
NBU;US;42.08333333;-87.81833333
NBW;CU;19.90611111;-75.2075
NC1;US;35.20277778;-81.14972222
NC2;US;35.54083333;-78.39027778
NC3;US;35.25555556;-81.60083333
NC4;US;36.39888889;-76.01611111
NC5;US;35;-77.98166667
NCA;TC;21.91666667;-71.9425
NCE;FR;43.66388889;7.2175
NCH;TZ;-10.36388889;38.775
NCI;CO;8.45638889;-76.77944444
NCL;GB;55.03777778;-1.68666667
NCN;US;60.07722222;-147.9919444
NCO;US;41.59944444;-71.41666667
NCP;PH;14.79444444;120.2713889
NCQ;US;33.91527778;-84.51638889
NCS;ZA;-27.77416667;29.99
NCT;CR;10.13888889;-85.445
NCU;UZ;42.48666667;59.62277778
NCY;FR;45.93055556;6.10083333
ND1;US;46.64888889;-96.99861111
NDB;MR;20.93416667;-17.02833333
NDC;IN;19.18138889;77.32555556
NDJ;TD;12.13472222;15.035
NDL;CF;8.42666667;20.63166667
NDR;MA;34.98916667;-3.02777778
NDZ;DE;53.76888889;8.65833333
NE1;US;40.92638889;-100.1483333
NE2;US;41.41805556;-96.11361111
NEA;US;31.25055556;-81.47611111
NEG;JM;18.30833333;-78.33333333
NEL;US;40.02333333;-74.39916667
NER;RU;56.9;124.8833333
NET;BS;24.31527778;-75.45416667
NEU;LA;20.41472222;104.0686111
NEV;;17.205;-62.5925
NEW;US;30.03944444;-90.02666667
NFL;US;39.41666667;-118.7
NGA;AU;-34.25833333;148.25
NGB;CN;29.82666667;121.4619444
NGC;US;36.18333333;-112.1333333
NGD;VG;18.71666667;-64.3
NGE;CM;7.35638889;13.56138889
NGF;US;21.45055556;-157.7680556
NGM;GU;13.44972222;144.75
NGO;JP;35.255;136.9244444
NKM;JP;35.255;136.9244444
NGP;US;27.69277778;-97.29111111
NGS;JP;32.91361111;129.9158333
NGU;US;36.93722222;-76.29055556
NGZ;US;37.79055556;-122.3255556
NHA;VN;12.22777778;109.1938889
NHD;AE;25.02694444;55.36638889
NHK;US;38.29166667;-76.41638889
NHT;GB;51.55305556;-0.41805556
NHV;PF;-8.78333333;-140.1666667
NHZ;US;43.89222222;-69.93916667
NIA;LR;7.49361111;-8.58361111
NIB;US;63.01805556;-154.3791667
NIC;CY;35.15111111;33.27222222
NIE;US;55.06666667;-132.1458333
NIG;KI;-1.31111111;176.4083333
NIM;NE;13.48222222;2.18333333
NIN;US;60.01888889;-151.5875
NIP;US;30.23416667;-81.67527778
NIT;FR;46.31666667;-0.45
NIX;ML;15.23916667;-9.57722222
NJ1;US;39.77833333;-74.94777778
NJ2;US;39.66638889;-74.30805556
NJA;JP;35.45138889;139.4533333
NJC;RU;60.95;76.48333333
NJK;US;32.8275;-115.6688889
NKA;GA;0.7;9.98333333
NKC;MR;18.09194444;-15.95194444
NKG;CN;31.74222222;118.8619444
NKI;US;55.875;-133.2208333
NKN;PG;-5.83333333;146.4583333
NKS;CM;4.935;9.93666667
NKT;US;34.9025;-76.88138889
N1C;US;34.90083333;-76.88083333
NKV;US;55.85;-133.2166667
NKW;IO;-7.31277778;72.41083333
NKX;US;32.86916667;-117.1436111
NLA;ZM;-12.99583333;28.66305556
NLC;US;36.33305556;-119.9522222
NLD;MX;27.43472222;-99.56666667
NLG;US;56.0075;-161.1675
NLK;NF;-29.0425;167.9394444
NLO;CD;-4.325;15.32638889
NLP;ZA;-25.50083333;30.91388889
NLS;AU;-18.05083333;128.8958333
NMC;BS;24.59361111;-76.82
NME;US;60.49166667;-164.7208333
NMG;PA;8.45611111;-78.93472222
NNA;MA;34.29888889;-6.59583333
NNG;CN;22.60861111;108.1755556
NNK;US;58.73277778;-157.02
NNL;US;59.97805556;-154.8413889
NNU;BR;-17.81666667;-40.33333333
NNY;CN;32.98083333;112.6158333
NOA;AU;-34.95055556;150.5375
NOC;IE;53.91;-8.81777778
NOG;MX;31.22916667;-110.9761111
NON;KI;-0.63694444;174.4386111
NOP;PH;10.33333333;123.9
NOR;IS;65.13277778;-13.74194444
NOS;MG;-13.31111111;48.31388889
NOT;US;38.14444444;-122.5580556
NOU;NC;-22.01694444;166.2108333
NOV;AO;-12.80555556;15.75722222
NPA;US;30.35277778;-87.32027778
NPE;NZ;-39.46805556;176.8652778
NPL;NZ;-39.01;174.1763889
NPT;US;41.53083333;-71.2825
NQA;US;35.35666667;-89.87027778
NQI;US;27.50694444;-97.80944444
NQN;AR;-38.95;-68.15222222
NQX;US;24.57527778;-81.68916667
NQY;GB;50.43944444;-4.99472222
NRA;AU;-34.70166667;146.525
NRB;US;30.39166667;-81.42388889
NRI;US;36.57722222;-94.86138889
NRK;SE;58.58888889;16.25
NRL;GB;59.37027778;-2.43333333
NRR;PR;18.24972222;-65.63555556
NRT;JP;35.76388889;140.3911111
NSA;AU;-26.38333333;153.15
NSB;BS;25.72916667;-79.28888889
NSE;US;30.72388889;-87.02194444
NSF;US;38.81083333;-76.86722222
NSI;CM;3.71944444;11.55194444
NSL;US;28.61472222;-80.69472222
1FL;US;28.615;-80.69444444
NSN;NZ;-41.3;173.2194444
NSO;AU;-32.03611111;150.8325
NST;TH;8.53972222;99.94472222
NSY;IT;37.40166667;14.92222222
NT1;CA;63.585;-110.9
NTD;US;34.12027778;-119.12
NTE;FR;47.15833333;-1.60972222
NTL;AU;-32.79583333;151.8333333
NTN;AU;-17.68833333;141.0697222
NTO;CV;17.05;-25.16666667
NTQ;JP;37.29222222;136.9588889
NTR;MX;25.86861111;-100.2375
NTU;US;36.82055556;-76.03388889
NTY;ZA;-25.33583333;27.17055556
NUE;DE;49.49972222;11.08166667
NUG;PG;-3.40805556;154.7383333
NUI;US;70.21055556;-151.0047222
NUL;US;64.72777778;-158.0766667
NUN;US;30.46944444;-87.33805556
NUP;US;60.89444444;-162.4666667
NUQ;US;37.41527778;-122.0472222
NUW;US;48.35222222;-122.6541667
NV1;US;36.56805556;-114.4433333
NVA;CO;2.95277778;-75.29805556
NVD;US;37.85138889;-94.30388889
NVK;NO;68.425;17.425
ITJ;BR;-26.86666667;-48.63333333
NVT;BR;-26.87944444;-48.65083333
NWI;GB;52.67583333;1.28583333
NXX;US;40.20027778;-75.14833333
NY1;US;41.98527778;-73.96416667
NY2;US;43.35083333;-76.38805556
NY3;US;42.45;-75.01638889
NYC;US;40.72722222;-73.92666667
NYL;US;32.65666667;-114.6058333
NYO;SE;58.78944444;16.91055556
NYU;MM;21.18138889;94.93472222
NZC;US;30.21861111;-81.87666667
VQQ;US;30.21861111;-81.87666667
NZJ;US;33.6675;-117.7183333
NZW;US;42.14861111;-70.94027778
NZY;US;32.69916667;-117.2144444
O85;US;40.57416667;-122.4075
OAG;AU;-33.37916667;149.1233333
AF1;AF;34.94611111;69.265
OAI;AF;34.94611111;69.265
OAJ;US;34.83027778;-77.61166667
OAK;US;37.72138889;-122.2208333
OAM;NZ;-44.96944444;171.0833333
OAN;HN;15.50444444;-86.57472222
OAX;MX;17;-96.72666667
OBC;DJ;11.96833333;43.27888889
OBF;DE;48.08222222;11.28444444
OBO;JP;42.73083333;143.2211111
OBS;FR;44.61666667;4.38333333
OBT;US;39.58083333;-79.33583333
OBU;US;66.91055556;-156.8833333
OCE;US;38.31055556;-75.12388889
OCF;US;29.17555556;-82.22694444
OCH;US;31.58333333;-94.7
OCI;US;60.2;-147.8166667
OCJ;JM;18.40055556;-76.96972222
OCN;US;33.21722222;-117.3527778
OCW;US;35.56888889;-77.05083333
ODA;CF;8.00388889;22.40166667
ODB;ES;37.84194444;-4.84888889
ODD;AU;-27.55027778;135.45
ODE;DK;55.47638889;10.32861111
ODM;US;39.40666667;-79.41388889
ODS;SU;46.42666667;30.67638889
ODW;US;48.25333333;-122.6725
OEC;TP;-9.19805556;124.3447222
OER;SE;63.40833333;18.99166667
OFF;US;41.11833333;-95.91222222
OFK;US;41.98416667;-97.43416667
OFU;AS;-14.18666667;-169.6666667
OGA;US;41.11972222;-101.7691667
OGB;US;33.46305556;-80.85638889
OGD;US;41.19638889;-112.0108333
OGG;US;20.90055556;-156.4336111
OGN;;24.46111111;122.9763889
OGS;US;44.68166667;-75.46583333
OH1;US;39.57027778;-83.42055556
OH2;US;40.37222222;-83.81888889
OH3;US;39.44027778;-83.02305556
OH4;US;40.22472222;-83.35166667
OH5;US;39.24666667;-84.38888889
OH6;US;41.21027778;-81.25166667
OH7;US;41.15194444;-81.41666667
OHA;NZ;-40.20833333;175.3869444
OHC;US;63.32638889;-168.9688889
OHD;YU;41.185;20.74305556
OHI;NA;-17.79861111;15.70138889
OHR;DE;54.68583333;8.52916667
OIC;US;42.56638889;-75.52416667
OIM;JP;34.77916667;139.365
OIT;JP;33.47611111;131.7397222
OJC;US;38.8475;-94.7375
OKA;;26.19194444;127.6477778
OKC;US;35.39222222;-97.60166667
OKD;JP;43.11527778;141.3844444
OKJ;JP;34.75694444;133.8552778
OKK;US;40.52972222;-86.05805556
OKN;GA;-0.70083333;13.78111111
OKO;JP;35.74527778;139.3516667
OKR;AU;-9.73333333;143.4166667
OKY;AU;-27.40666667;151.735
OLA;NO;63.70055556;9.60472222
OLB;IT;40.89722222;9.52222222
OLE;US;42.24083333;-78.37666667
OLF;US;48.09472222;-105.5663889
OLH;US;57.20611111;-153.2994444
OLI;IS;64.91333333;-23.8
OLM;US;46.97361111;-122.9033333
OLO;;49.5875;17.20583333
OLP;AU;-30.48694444;136.8688889
OLS;US;31.41638889;-110.8491667
OLU;US;41.44722222;-97.34166667
OLV;US;34.97888889;-89.78694444
OMA;US;41.30194444;-95.89333333
OMB;GA;-1.58333333;9.26666667
OME;US;64.51138889;-165.4416667
RZY;IR;37.66944444;45.07027778
OMH;IR;37.6625;45.05888889
OMK;US;48.46666667;-119.5208333
OML;PG;-6.18555556;144.9583333
OMO;YU;43.28555556;17.84666667
OMR;RO;47.0275;21.90305556
OMS;SU;54.96666667;73.3
ONA;US;44.07666667;-91.70611111
OND;NA;-17.88138889;15.94777778
ONG;AU;-16.66166667;139.1625
ONH;US;42.52472222;-75.06444444
ONJ;JP;40.19194444;140.3713889
ONL;US;42.46527778;-98.68861111
ONM;US;34.02194444;-106.9022222
ONN;US;58.06805556;-153.2538889
ONO;US;44.02277778;-117.0138889
ONP;US;44.57944444;-124.0577778
ONT;US;34.05611111;-117.6011111
ONX;PA;9.35666667;-79.8675
OOB;US;57.48333333;-135.8666667
OOK;US;60.53194444;-165.1083333
OOL;AU;-28.16611111;153.5036111
OOM;AU;-36.30833333;148.9733333
OPF;US;25.90694444;-80.28027778
OPH;US;63.145;-156.5263889
OPO;PT;41.23805556;-8.67472222
OQA;US;55.93722222;-131.8127778
OQB;US;57.92638889;-156.0833333
OQC;US;57.06666667;-157.8141667
OQF;US;58.28444444;-136.0847222
OQG;US;57.91138889;-133.4022222
OQI;US;57.85694444;-157.0866667
OQK;US;68.98333333;-163.4455556
OQL;US;56.23333333;-160.075
OQM;US;56.76666667;-158.0852778
OQN;US;60.95527778;-153.9075
OQO;US;62.43416667;-151.4147222
OQP;US;57.17833333;-157.7333333
OQQ;US;60.18333333;-154.3338889
OQR;US;60.65277778;-154.0361111
OQS;US;56.23333333;-160.2258333
OQU;ZA;-25.83;28.2225
OQV;US;61.01361111;-151.4069444
OQW;US;61.43416667;-157.05
OQX;US;67;-162.8333333
OQY;US;66.88333333;-161.4833333
OQZ;US;62.04333333;-158.2563889
OR1;US;42.51166667;-123.3877778
OR2;US;44.8775;-124.0283333
OR3;US;43.98277778;-124.1113889
ORB;SE;59.22361111;15.03777778
ORC;CO;4.78333333;-71.35
ORD;US;41.97805556;-87.90611111
ORF;US;36.89583333;-76.20138889
ORG;SR;5.80944444;-55.19111111
ORH;US;42.26916667;-71.87444444
ORI;US;57.88611111;-152.8438889
ORK;IE;51.84083333;-8.48888889
ORL;US;28.54416667;-81.33555556
ORN;DZ;35.62777778;-0.61055556
ORP;BW;-21.26666667;25.31666667
ORT;US;62.96194444;-141.9238889
ORU;BO;-17.96416667;-67.08083333
ORV;US;66.82916667;-161.0236111
ORY;FR;48.72888889;2.35722222
ORZ;BZ;18.06666667;-88.55
OSB;US;38.10972222;-92.68333333
OSC;US;44.45138889;-83.39416667
OSD;SE;63.19861111;14.49444444
OSH;US;43.98388889;-88.55694444
OSI;HR;45.46277778;18.81027778
OSK;SE;57.35277778;16.50055556
OSL;NO;60.19388889;11.10027778
OSM;IQ;36.3075;43.14944444
OSN;KR;37.0875;127.0305556
OSP;PL;54.47888889;17.1075
OSR;;49.7;18.11666667
OST;BE;51.19972222;2.86361111
OSU;US;40.07805556;-83.07333333
OSX;US;33.08861111;-89.54
OSY;NO;64.50027778;11.81666667
OSZ;PL;54.04277778;16.26444444
OTD;PA;8.62777778;-79.03472222
OTG;US;43.65222222;-95.58361111
OTH;US;43.41888889;-124.24
OTM;US;41.10638889;-92.44916667
OTP;RO;44.57222222;26.10222222
OTR;CR;8.60111111;-82.97
OTS;US;48.49916667;-122.6611111
OTU;CO;7;-74.71666667
OTZ;US;66.88805556;-162.6058333
OUA;HV;12.35222222;-1.51333333
OUD;MA;34.78333333;-1.93333333
OUE;CG;1.61666667;16.04861111
OUH;ZA;-33.60333333;22.18833333
OUL;FI;64.92916667;25.35833333
OUN;US;35.24;-97.47388889
OUR;CM;4.47305556;14.36361111
OVA;MG;-24.2325;45.305
OVB;SU;55.01666667;82.65
OVD;ES;43.56361111;-6.03472222
OVE;US;39.49166667;-121.6180556
OWA;US;44.12055556;-93.25444444
OWB;US;37.74083333;-87.16583333
OWD;US;42.19194444;-71.17722222
BXO;GW;11.88888889;-15.65722222
OXB;GW;11.895;-15.65361111
OXC;US;41.47861111;-73.13527778
OXR;US;34.20111111;-119.2063889
OXV;US;41.30166667;-93.11277778
OYA;AR;-29.10333333;-59.21666667
OYE;GA;1.53333333;11.58333333
OYK;BR;3.88333333;-51.8
OYO;AR;-38.38888889;-60.32722222
OYS;US;37.75;-119.5833333
OZA;US;30.735;-101.2025
OZC;PH;8.18055556;123.8413889
OZH;SU;47.8675;35.31583333
OZP;ES;37.175;-5.61583333
OZR;US;31.27666667;-85.71
PA1;US;41.78888889;-75.88972222
PA2;US;40.08527778;-78.51222222
PAA;MM;16.89277778;97.67833333
PAD;DE;51.61166667;8.61527778
PAE;US;47.90833333;-122.2813889
PAG;PH;7.82666667;123.4575
PAH;US;37.06111111;-88.7725
PAK;US;21.9;-159.6061111
PAM;US;30.06972222;-85.57611111
PAN;TH;6.77722222;101.1583333
PAO;US;37.46083333;-122.1138889
PAP;HT;18.58;-72.2925
PAQ;US;61.59333333;-149.0863889
PAR;FR;48.90361111;2.44944444
PAS;GR;37.00861111;25.12777778
PAT;IN;25.59055556;85.09
PAV;BR;-9.39777778;-38.22222222
PAX;HT;19.93333333;-72.83333333
PAY;MY;5.99305556;117.3944444
PAZ;MX;20.605;-97.46138889
PBA;US;71.33861111;-156.6327778
PBC;MX;19.15805556;-98.37416667
PBD;IN;21.64722222;69.65694444
PBF;US;34.17555556;-91.93555556
PBG;US;44.65083333;-73.46805556
PBH;BT;27.40305556;89.42583333
PBI;US;26.68222222;-80.09416667
PBK;US;57.8;-134.7
PBL;VE;10.47916667;-68.07361111
PBM;SR;5.45138889;-55.19111111
PBN;AO;-10.725;13.77
PBO;AU;-23.16805556;117.7558333
PBR;GT;15.72305556;-88.60611111
PBX;US;37.56166667;-82.56638889
PBZ;ZA;-34.0875;23.32916667
PCA;US;58.90694444;-157.7075
PCC;CO;1.9;-75.15
PCD;US;43.01916667;-91.12361111
PCE;US;57.15388889;-157.3969444
PCG;GT;17.26;-90.24722222
PCK;US;67.22888889;-150.2833333
PCL;PE;-8.37805556;-74.57416667
PCT;US;40.39972222;-74.65777778
PDA;CO;3.88333333;-67.88333333
PDB;US;59.78944444;-154.1277778
PDC;NC;-21.31666667;165
PDG;ID;-0.87555556;100.35
PDK;US;33.875;-84.30222222
PDL;PT;37.74722222;-25.68194444
PDP;UY;-34.85527778;-55.09416667
PDS;MX;28.63;-100.5358333
PDT;US;45.69833333;-118.8361111
PDU;UY;-32.36583333;-58.06416667
PDV;BG;42.06777778;24.85083333
PDX;US;45.58916667;-122.595
PDZ;VE;9.97055556;-62.23833333
PE1;PE;-11.85833333;-72.94444444
PE2;PE;-2.8;-76.46666667
PEA;AU;-35.73333333;137.9333333
PEC;US;57.95;-136.2333333
PEE;RU;57.91444444;56.02138889
PEG;IT;43.09694444;12.51138889
PEI;CO;4.81472222;-75.745
PEK;CN;40.06666667;116.6
PEM;PE;-12.61361111;-69.22861111
PEN;MY;5.28972222;100.2725
PEO;HN;15.38666667;-87.80666667
PEQ;US;31.4;-103.5166667
PER;AU;-31.93166667;115.9683333
PET;BR;-31.71805556;-52.32444444
PEU;HN;15.26166667;-83.78138889
PEW;PK;33.99444444;71.51666667
PFA;US;58.72694444;-156.9433333
PFB;BR;-28.25;-52.33333333
PFD;US;57.95;-135.65
PFN;US;30.2125;-85.68194444
PFO;CY;34.71944444;32.48472222
PFR;CD;-4.33;20.60583333
PGA;US;36.92638889;-111.4472222
PGD;US;26.91916667;-81.99138889
PGF;FR;42.74083333;2.87166667
PGH;IN;29.03194444;79.47361111
PGI;AO;-7.33333333;20.8
PGK;ID;-2.16055556;106.1411111
PGL;US;30.37638889;-88.49527778
PGM;US;59.34833333;-151.8316667
PGO;US;37.2775;-107.0558333
PGS;US;35.52833333;-113.2466667
PGV;US;35.63333333;-77.38527778
PHA;VN;11.62972222;108.9555556
PHB;BR;-2.89166667;-41.73833333
PHC;NG;4.84416667;7.02222222
PHD;US;40.47083333;-81.41972222
PHE;AU;-20.37833333;118.6275
PHF;US;37.13166667;-76.49333333
PHI;BR;-2.48083333;-45.10888889
PHL;US;39.86805556;-75.24861111
PHN;US;42.91305556;-82.52611111
PHO;US;68.35;-166.8
PHR;FJ;-18.2;178.05
PHS;TH;16.78833333;100.2794444
PHT;US;36.33361111;-88.38333333
PHW;ZA;-23.93361111;31.15611111
PHX;US;33.43611111;-112.0094444
PIA;US;40.66138889;-89.68722222
PIB;US;31.4675;-89.33666667
PIC;TC;21.88333333;-72.1
PID;BS;25.08333333;-77.3
PIE;US;27.90722222;-82.68555556
PIH;US;42.91333333;-112.5944444
PII;US;64.85;-147.7866667
PIK;GB;55.50305556;-4.57555556
PIM;US;32.84055556;-84.8825
PIN;BR;-2.63333333;-56.73333333
PIO;PE;-13.74166667;-76.21805556
PIP;US;57.56361111;-157.5608333
PIR;US;44.38361111;-100.2841667
PIS;FR;46.59166667;0.30555556
PIT;US;40.49666667;-80.23583333
PIU;PE;-5.20166667;-80.61333333
PIX;PT;38.55444444;-28.44138889
PIZ;US;69.72916667;-163.0138889
PJB;US;34.25666667;-111.3388889
PJG;PK;26.95472222;64.13305556
PJM;CR;8.53444444;-83.30138889
PJS;US;60.05;-148.0666667
PKA;US;60.71083333;-161.7580556
PKB;US;39.34555556;-81.43888889
PKC;SU;53.17027778;158.4536111
PKD;US;46.89833333;-95.07166667
PKE;AU;-33.13083333;148.2425
PKH;GR;37.30138889;23.14722222
PKK;MM;21.34333333;95.10638889
PKR;NP;28.19722222;83.98611111
PKU;ID;0.46416667;101.4386111
PKW;BW;-22.05444444;27.8275
PKZ;LA;15.13166667;105.7838889
PLA;CO;3.3;-75.7
PLB;US;44.68833333;-73.52111111
PLC;CO;8.40222222;-75.57555556
PLH;GB;50.4225;-4.11083333
PLK;US;36.62583333;-93.22888889
PLL;BR;-3.14555556;-59.98638889
PLM;ID;-2.9;104.6994444
PLN;US;45.57083333;-84.79277778
PLO;AU;-34.60611111;135.8805556
PLQ;LT;55.97333333;21.09388889
PLS;TC;21.77277778;-72.26833333
PLT;CO;9.80472222;-74.785
PLU;BR;-19.85166667;-43.95083333
PLW;ID;-0.91666667;119.9
PLY;US;41.365;-86.30055556
PLZ;ZA;-33.98611111;25.61388889
PMA;TZ;-5.24222222;39.80194444
PMB;US;48.9425;-97.24083333
PMC;CL;-41.4325;-73.09027778
PMD;US;34.6275;-118.0833333
PMF;IT;44.82222222;10.29444444
PMG;BR;-22.54;-55.69166667
PMH;US;38.83972222;-82.8475
PMI;ES;39.55361111;2.72777778
PML;US;56.00555556;-160.5583333
PMO;IT;38.18111111;13.105
PMP;PG;-6.51138889;143.495
PMQ;AR;-46.53638889;-70.98361111
PMR;NZ;-40.32222222;175.6166667
PMS;SY;34.55861111;38.3175
PMU;US;61.96666667;-160.2333333
PMV;VE;10.96833333;-63.83333333
PMW;BR;-10.20472222;-48.34361111
PMY;AR;-42.79444444;-65.01972222
PMZ;CR;8.95305556;-83.47027778
PNA;ES;42.77055556;-1.64722222
PNB;BR;-10.7;-48.41666667
PNC;US;36.72805556;-97.09944444
PND;BZ;16.10277778;-88.80777778
PNE;US;40.08027778;-75.0125
PNF;US;58.68333333;-156.8333333
PNG;BR;-25.53833333;-48.53361111
PNH;KH;11.54583333;104.8491667
PNI;;7.01666667;158.2361111
PNK;ID;-0.14944444;109.4027778
PNL;IT;36.81361111;11.96611111
PNO;MX;16.3425;-98.06944444
PNP;PG;-8.80555556;148.3088889
PNQ;IN;18.58138889;73.92055556
PNR;CG;-4.81055556;11.88583333
PNS;US;30.47333333;-87.1875
PNX;US;33.7;-96.66666667
PNZ;BR;-9.39333333;-40.49055556
POA;BR;-29.99333333;-51.17083333
POB;US;35.17083333;-79.01472222
POC;US;34.09166667;-117.7830556
POD;US;58.11666667;-135.5
POE;US;31.04583333;-93.19222222
POF;US;36.71111111;-90.31388889
POG;GA;-0.7125;8.75583333
POH;US;42.74305556;-94.64666667
POI;BO;-19.53333333;-65.71666667
POL;MZ;-12.98833333;40.5225
POM;PG;-9.445;147.2102778
POP;DO;19.75777778;-70.57
POQ;US;55.2;-132.2333333
POR;FI;61.46305556;21.79722222
POS;TT;10.59166667;-61.33972222
POT;JM;18.19833333;-76.53555556
POU;US;41.62805556;-73.88277778
POW;YU;45.47;13.6175
POX;FR;49.09666667;2.04083333
POY;US;44.87027778;-108.7913889
POZ;PL;52.41694444;16.88333333
PPB;BR;-22.1;-51.45
PPC;US;66.79666667;-150.7
PPD;PR;18.15;-65.83333333
PPE;MX;31.35194444;-113.5258333
PPF;US;37.33222222;-95.50861111
PPG;AS;-14.33444444;-170.7097222
PPM;US;26.24583333;-80.11083333
PPN;CO;2.45;-76.60888889
PPO;BS;24.83333333;-76.33333333
PPP;AU;-20.49611111;148.5572222
PPS;PH;9.74222222;118.7538889
PPT;PF;-17.54722222;-149.6138889
PPV;US;56.32916667;-133.6083333
PPZ;VE;6.22611111;-67.44694444
PQI;US;46.685;-68.0475
PQM;MX;17.53333333;-91.98444444
PQQ;AU;-31.43333333;152.8652778
PQS;US;61.93472222;-162.8905556
PRA;AR;-31.795;-60.48
PRB;US;35.67055556;-120.6258333
PRC;US;34.65;-112.4241667
PRD;US;43.02361111;-102.5166667
PRG;;50.1;14.26666667
PRI;SC;-4.31916667;55.69277778
PRJ;IT;40.55;14.25
PRN;YU;42.57361111;21.03555556
PRT;US;58.41083333;-134.9563889
PRU;MM;18.825;95.26861111
PRV;;49.42583333;17.40472222
PRX;US;33.63666667;-95.45027778
PRY;ZA;-25.65444444;28.22083333
PRZ;US;44.28888889;-120.8916667
PSA;IT;43.68055556;10.39277778
PSB;US;40.88444444;-78.08722222
PSC;US;46.26388889;-119.1147222
PSD;EG;31.28194444;32.2375
PSE;PR;18.01083333;-66.56361111
PSF;US;42.42666667;-73.29166667
PSG;US;56.80416667;-132.9425
PSI;PK;25.3;63.36111111
PSK;US;37.13722222;-80.67861111
PSM;US;43.07777778;-70.82333333
PSN;US;31.77666667;-95.70611111
PSO;CO;1.46666667;-77.25
PSP;US;33.82666667;-116.505
PSR;IT;42.43388889;14.18444444
PSS;AR;-27.38388889;-55.9675
PSX;US;28.72777778;-96.25222222
PSY;FK;-51.68555556;-57.77833333
PSZ;BO;-18.96666667;-57.8
PTA;US;60.20111111;-154.3244444
PTC;US;55.78333333;-133.6
PTD;US;56.24722222;-134.6463889
PTF;FJ;-17.78333333;177.2166667
PTG;ZA;-23.84777778;29.45777778
PTH;US;56.95666667;-158.6375
PTJ;AU;-38.31805556;141.4711111
PTK;US;42.665;-83.41805556
PTL;US;56.29611111;-134.6613889
PTN;US;29.70833333;-91.3375
PTP;GP;16.2675;-61.52638889
PTR;US;57.83333333;-153.25
PTS;US;37.44666667;-94.73055556
PTT;US;37.7;-98.75
PTU;US;59.01138889;-161.8169444
PTV;US;36.02777778;-119.0625
PTW;US;40.23944444;-75.55666667
PTX;CO;1.89166667;-76.05833333
PTY;PA;9.07;-79.38361111
PTZ;EC;-1.51666667;-78.03333333
PUB;US;38.29277778;-104.4961111
PUC;US;39.60972222;-110.7527778
PUD;AR;-47.73527778;-65.90416667
PUF;FR;43.38;-0.41777778
PUG;AU;-32.5;137.7666667
PUJ;DO;18.56722222;-68.36333333
PUK;PF;-18.29444444;-137.0152778
PUL;US;47.73388889;-122.6472222
PUO;US;70.25138889;-148.3369444
PUQ;CL;-53.12638889;-70.8775
PUR;BO;-11.1125;-67.52
